,ProductName,PriceSale,Brand,RamCapacity,DisplaySize,DisplayResolution,CPUBrand,PinCapacity,PinCell,Bluetooth,Weight,OS,DiskSpace
154,"Laptop MSI Modern 14 B11MOU-1028VN i3 1115G4/8GB/256GB/14""FHD/Win11 (No.00793545)",11990000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,256
155,"Laptop HP 240 G8 i3 1005G1/8GB/512GB/14.0""HD/Win 11 (No.00799908)",12790000,HP,8,14.0,1366x768,INTEL,,3,4,1.47,WINDOW,512
156,"Laptop HP 15s du1110TU i3 10110U/8GB/512GB SSD/15.6""HD/Win 11 (No.00793547)",12690000,HP,8,15.6,1366x768,INTEL,,3,4,1.86,WINDOW,512
158,"Laptop Asus Vivobook X515EA-BR2044W i3 1115G4/8GB/512GB/15.6""HD/Win 11 (No.00803000)",12490000,ASUS,8,15.6,1366x768,INTEL,37.0,,4,1.8,WINDOW,512
159,Laptop HP 245 G8 R3 5300U/8G/512GB/14''HD/Win 11 (No.00798264),12390000,HP,8,14.0,1366x768,INTEL,,3,4,1.47,WINDOW,512
160,Laptop Dell Inspiron N3511 i3 1115G4/4GB/128GB/15.6FHD/Win10_NK (No.00783671),12290000,DELL,4,15.6,1920x1080,INTEL,,3,5,1.73,WINDOW,128
161,"Lenovo Ideapad 3 i3 10110U/8G/256G/15.6""HD Touch/Win 10_Xanh_NK (No.00783863)",10990000,LENOVO,8,15.6,1366x768,INTEL,,3,5,1.7,WINDOW,256
162,"Laptop Dell Inspiron N3501 i3 1115G4/4GB/256GB/15.6""FHD/Win 10_NK (No.00789800)",12090000,DELL,4,15.6,1920x1280,INTEL,,,5,1.96,WINDOW,256
163,Laptop Asus Vivobook X415EA-EB935W i3 1115G4/8GB/256GB SSD/Win11 (No.00784628),11990000,ASUS,8,14.0,1920x1080,INTEL,,2,4,1.6,WINDOW,256
164,"Laptop Asus Vivobook X415EA-EK1387W i3 1115G4/8GB/256GB/14"" FHD/Win 11 (No.00802992)",11990000,ASUS,8,14.0,1920x1080,INTEL,37.0,,4,1.6,WINDOW,256
165,"Laptop HP 15s du1106TU i3 10110U/4GB/512GB SSD/15.6""HD/Win 11 (No.00793546)",11190000,HP,4,15.6,1366x768,INTEL,,3,4,1.86,WINDOW,512
166,"Laptop HP 15s du1105TU i3 10110U/4GB/256GB/15.6""HD/Win 11 (No.00775966)",10890000,HP,4,15.6,1366x768,INTEL,,3,4,1.74,WINDOW,256
167,"Laptop Lenovo Ideapad Slim 3 i3 1115G4/4GB/128GB/15.6""FHD/Win 11_NK (No.00790273)",10390000,LENOVO,4,15.6,1920x1080,INTEL,,3,5,1.7,WINDOW,128
168,"Lenovo Ideapad Slim 3 i3 1115G4/4GB/128GB/15.6""FHD/Win 10_NK (No.00788631)",10390000,LENOVO,4,15.6,1920x1080,INTEL,,2,5,1.7,WINDOW,128
169,"Laptop Lenovo Ideapad Slim 3 i3 1115G4/4GB/128GB/15.6""FHD/Win 10_NK (No.00780771)",10390000,LENOVO,4,15.6,1920x1080,INTEL,,2,5,1.65,WINDOW,128
170,"Laptop Acer Aspire 3 A315 56 37DV i3 1005G1/4GB/256GB/15.6""FHD/Win 10 (No.00679154)",10690000,ACER,4,15.6,1920x1080,INTEL,,2,,1.7,WINDOW,256
171,"Laptop HP 240 G8 Pentium N5030/4GB/256GB/14.0""HD/Win 10 (No.00790274)",9890000,HP,4,14.0,1366x768,INTEL,,3,4,1.47,WINDOW,256
172,Laptop CHUWI GemiBook Pro Celeron N5100/8GB/256GB/14''IPS/Win 10 (No.00789962),8590000,CHUWI,8,14.0,2160x1440,INTEL,36.0,,4,1.5,WINDOW,256
173,Laptop CHUWI LarkBook Celeron N4120/8GB/256GB/13.3''IPS Touch/Win 10 (No.00789963),8490000,CHUWI,8,13.3,1920x1080,INTEL,8.0,,5,1.5,WINDOW,256
174,"Laptop Lenovo V14 i3 1005G1/4GB/128GB/14.0""FHD/NK (No.00786814)",8390000,LENOVO,4,14.0,1920x1080,INTEL,,2,5,1.6,WINDOW,128
175,Laptop Lenovo Ideapad 3 i3 1005G1/4GB/128GB/14FHD/Win 10/NK (No.00782950),8390000,LENOVO,4,14.0,1366x768,INTEL,,3,5,1.5,WINDOW,128
177,"Laptop Dell Inspiron N3510 N4020/4GB/128GB/15.6""HD/Intel HD/Win 10/91K5_NK (No.00780776)",8090000,DELL,4,15.6,1366x768,INTEL,,3,,1.65,WINDOW,128
178,"Laptop Dell Inspiron N3502 N4020/4GB/128GB/15.6""HD/Intel HD/Win 10/NK (No.00779668)",8090000,DELL,4,15.6,1366x768,INTEL,,3,5,1.83,WINDOW,128
179,Laptop Asus Flip BR1100FKA-BP0660T N6000/4GB/128GB eMMc/11.6'' HD Touch/Win10 (No.00783938),7990000,ASUS,4,11.6,1366x768,INTEL,,3,5,1.4,WINDOW,128
180,"Laptop Masstel E140 Celeron - N4120/4GB/128GB/14""HD/Win 10 (No.00800737)",7990000,MASSTEL,4,14.0,1366x768,INTEL,37.0,,,1.39,WINDOW,128
181,"Laptop Dell Inspiron N3502 Pentium N5030/4GB/128GB/15.6""HD/Intel HD/Win 10/NK (No.00780808)",7890000,DELL,4,15.6,1366x768,INTEL,,3,5,1.83,WINDOW,128
182,"Laptop Dell Inspiron N3510 Pentium N5030/4GB/128GB/15.6""HD/Intel HD/Win 10/NK (No.00775824)",7890000,DELL,4,15.6,1366x768,INTEL,,3,5,1.65,WINDOW,128
183,"Laptop Dell Inspiron N3510 Celeron N4020/4GB/128GB15.6""HD/Intel HD/Win 10/NK (No.00775823)",7490000,DELL,4,15.6,1366x768,INTEL,,3,5,1.65,WINDOW,128
184,Laptop ASUS Flip BR1100FKA-BP0531T N4500/4GB/128GB eMMc/11.6''HD Touch/Win10 (No.00774630),7490000,ASUS,4,11.6,1920x1080,INTEL,,3,5,1.35,WINDOW,128
185,"Laptop Lenovo Ideapad Slim 1 N5030/4GB/128GB/14""HD/Win 10/NK (No.00784488)",6990000,LENOVO,4,14.0,1366x768,INTEL,32.0,,5,1.5,WINDOW,128
187,"Laptop Lenovo 100e Gen 2 N4020/4GB/64GB eMMC/Intel UHD Graphics 600/11.6""HD/Win 10 Pro (No.00779955)",6390000,LENOVO,4,11.6,1366x768,INTEL,,3,5,1.21,WINDOW,64
188,"Laptop Masstel E116 Celeron N4020/4GB/128GB/11.6""HD/Win 10 (No.00800741)",5990000,MASSTEL,4,11.6,1366x768,INTEL,30.0,,4,0.9,WINDOW,128
189,Laptop Acer Travel Mate B3 TMB311-31-P49D Pentium N5030/4GB/256GB SSD/11.6'' HD/Win11 (No.00790472),5490000,ACER,4,11.6,1366x768,INTEL,,3,5,1.4,WINDOW,256
190,Laptop Acer Triton Gaming PT516-51S-71RW i7 11800H/64GB/1TB/16''WQXGA 165Hz/NVIDIA GeForce RTX 3080 8GB/Win10 (No.00793780),76490000,ACER,64,16.0,2560x1600,INTEL,,4,5,2.4,WINDOW,1024
191,"Laptop Dell Gaming Alienware M15 R5 R9 5900HX/16GB/1TB/15.6""FHD/NVIDIA GeForce RTX 3070 8GB/Win 10/Office HS19 (No.00802966)",55990000,DELL,16,15.6,1920x1080,INTEL,,6,5,2.7,WINDOW,1024
192,"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i7 1165G7/16GB/512GB/14""WUXGA/Win 11 (No.00812816)",41590000,LENOVO,16,14.0,1920x1200,INTEL,,4,5,1.133,WINDOW,512
193,"Laptop HP Gaming OMEN 16-b0176TX i7 11800H/16GB/1TB/16.1""FHD/GeForce RTX 3060 6GB/Win 11 (No.00815327)",47490000,HP,16,16.1,1920x1080,INTEL,,6,5,2.3,WINDOW,1024
195,"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i5 1135G7/16GB/512GB/14""WUXGA/Win 11 (No.00812926)",38390000,LENOVO,16,14.0,1200x1920,INTEL,,4,5,1.133,WINDOW,512
196,Laptop Asus Zenbook UX371EA-HL494TS i7 1165G7/16GB/1TB SSD/13.3''OLED Touch/Win10+OfficeHome&Student (No.00781234),41990000,ASUS,16,13.3,3840x2160,INTEL,,4,5,1.2,WINDOW,1024
197,"Laptop HP Gaming OMEN 16-b0141TX i5 11400H/16GB/1TBSSD + 32GB/16.1""FHD/NVIDIA GeForce RTX 3060 6GB/Win10 (No.00773272)",41790000,HP,16,16.1,1920x1080,INTEL,,6,5,2.3,WINDOW,1024
198,"Laptop HP Gaming OMEN 16-b0177TX i5 11400H/16GB/1TB/GeForce RTX 3060 6GB/16.1""FHD/Win 11 (No.00815322)",41790000,HP,16,16.1,1920x1080,INTEL,,6,5,2.3,WINDOW,1024
199,Laptop Asus Zenbook UX371EA-HL725WS i7 1165G7/16GB/1TB SSD/13.3'' Touch/Win11+OfficeHome&Student (No.00789042),39890000,ASUS,16,13.3,3840x2160,INTEL,,4,5,1.2,WINDOW,1024
200,"Laptop HP Gaming OMEN 16-b0178TX i5 11400H/16GB/1TB/16.1""FHD/GeForce RTX 3050Ti 4GB/Win 11 (No.00815324)",37990000,HP,16,16.1,1920x1080,INTEL,,6,5,2.3,WINDOW,1024
202,"Laptop GIGABYTE Gaming G5 i5 11400H/16GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00795236)",29999000,GIGABYTE,16,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
203,"Laptop HP Gaming Victus 16-d0290TX i7 11800H/8GB/512GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00799903)",29490000,HP,8,16.1,1920x1080,INTEL,70.0,,5,2.46,WINDOW,
204,Laptop Microsoft Surface Pro 7 Plus i5 1135G7/8GB/128GB SSD/12.3'' Touch/Win11 (No.00793139),28490000,MICROSOFT,8,12.3,2736x1824,,,,5,0.77,WINDOW,128
205,"Laptop HP Envy x360 Convert 13 ay1056AU R7 5800U/8GB/256GB/13.3""FHD Touch/Bút/Win 11 (No.00791989)",28290000,HP,8,13.3,1920x1080,INTEL,,3,5,1.32,WINDOW,256
206,Laptop HP Pavilion Gaming 15 dk1159TX i7 10750H/8GB/512GB+32GB/1650Ti 4GB/Win 10 (No.00750390),27990000,HP,8,15.6,1920x1080,INTEL,,3,5,2.23,WINDOW,512
207,"Laptop Dell Gaming G15 5515 R5-5600H/16GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11/Office HS21 (No.00808451)",27590000,DELL,16,15.6,1920x1080,INTEL,56.0,,5,2.81,WINDOW,512
210,"Laptop Asus TUF Gaming FA507RC-HN051W R7 6800H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11 (No.00814963)",27490000,ASUS,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
212,"Laptop Lenovo Yoga Slim 7 Pro 14IHU5 i7 11370H/16GB/512GB/14"" 2.8K OLED/Win 11 (No.00814968)",23990000,LENOVO,16,14.0,2880x1800,INTEL,,4,5,1.4,WINDOW,512
213,Laptop  Lenovo Ideapad 5 Pro 16ACH6 R7 5800H/16GB/512GB/16”WQXGA/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00800075),23990000,LENOVO,16,16.0,2560x1600,INTEL,,4,5,1.9,WINDOW,512
214,Laptop Lenovo Gaming Legion 5 R7 4800H/16GB/512GB/15.6”FHD/GTX 1650Ti 4GB/Win 10 (No.00765678),23190000,LENOVO,16,15.6,1920x1080,INTEL,,4,5,2.3,WINDOW,512
215,Laptop Lenovo IdeaPad 5 Pro 16ACH6 R5 5600H/16GB/512GB/16”WQXGA/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00800077),22390000,LENOVO,16,16.0,2560x1600,INTEL,,4,5,1.9,WINDOW,512
217,"Laptop Lenovo Yoga 7 14ACN6 R7 5800U/8GB/512GB/14""FHD_Touch/Win 11 (No.00812814)",21590000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
218,Laptop Dell Vostro V3400 i7 1165G7/8GB/512GB/14FHD/VGA MX330 2GB/Win 11&Office HS21 (No.00791067),23590000,DELL,8,14.0,1920x1080,INTEL,,3,5,1.64,WINDOW,512
220,"Laptop Asus Gaming TUF FX706H-HX105W i5 11400H/8GB/512GB/17.3""FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00800230)",22090000,ASUS,8,17.3,1920x1080,INTEL,48.0,,5,2.6,WINDOW,512
221,"Laptop MSI Gaming GF63 Thin 11SC-666VN i5 11400H/8GB/512GB/15.6""FHD/GeForce GTX 1650 4GB/Win 11 (No.00817149)",19790000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
222,"Laptop HP Pavilion 15 eg0504TU i7 1165G7/8GB/512GB/15.6""FHD/Win 11 (No.00776691)",21690000,HP,8,15.6,1920x1080,INTEL,,3,5,1.68,WINDOW,512
224,Laptop Lenovo IdeaPad Gaming 3 15IHU6 i5 11300H/8GB/512GB/15.6”FHD/GTX 1650/RGB/Win 11 (No.00800074),18390000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,2.25,WINDOW,512
226,Laptop Asus Vivobook Flip TM420UA-EC182W/R7-5700U/8GB/512GB/14''FHDTouch/Win11 (No.00800361),19460000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,5,1.5,WINDOW,512
227,Laptop Acer Aspire Gaming 7 A715-75G-58U4 i5 10300H/8GB/512GB SSD/15.6'' FHD/Nvidia GTX1650 4GB/Win11 (No.00797332),18990000,ACER,8,15.6,1920x1080,INTEL,48.0,,5,2.1,WINDOW,512
229,"Laptop Dell Inspiron 15 N3511 i5 1135G7/8GB/512GB/15.6""FHD/Win 11_Office HS 21 (No.00808459)",18540000,DELL,8,15.6,1920x1080,INTEL,41.0,,5,1.73,WINDOW,512
230,"Laptop Asus Vivobook A515EA-L12033W i5 1135G7/8GB/512GB/15.6""FHD/Win 11 (No.00809819)",18490000,ASUS,8,15.6,1920x1080,INTEL,42.0,,5,1.8,WINDOW,512
231,"Laptop MSI Modern 14 B11SBU 668VN i5 1155G7/8GB/512GB/14""FHD/MX450_2GB/Win 10 (No.00784499)",18490000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
232,"Laptop Lenovo V14 G2 ITL i7 1165G7/8GB/512GB/14.0""FHD/Win 11 (No.00803010)",16190000,LENOVO,8,14.0,1920x1080,INTEL,38.0,,5,1.6,WINDOW,512
233,"Laptop Avita Liber NS14A9-UGA R5 4500U/8GB/512GB/14""FHD/Win 10 (No.00769916)",17999000,AVITA,8,14.0,1920x1080,INTEL,,3,4,1.3,WINDOW,512
234,"Laptop Avita Liber NS14A9-ABA R5 4500U/8GB/512GB/14""FHD/Win 10 (No.00769915)",17999000,AVITA,8,14.0,1920x1080,INTEL,,3,4,1.3,WINDOW,512
235,"Laptop MSI Gaming Bravo 15 B5DD 275VN R7 5800H/8GB/512GB/15.6""FHD/RX5500M 4GB/Win 11 (No.00784626)",17990000,MSI,8,15.6,1920x1080,INTEL,,3,5,2.35,WINDOW,512
236,"Laptop HP Pavilion 14 dv1031TU/i5 1155G7/8GB/512GB/14""FHD/Win 11 (No.00794142)",17990000,HP,8,14.0,1920x1080,INTEL,,3,5,1.42,WINDOW,512
238,"Laptop MSI Gaming Bravo 15 B5DD 276VN R5 5600H/8GB/512GB/15.6""FHD/RX5500M_4GB/Win 11 (No.00784625)",16190000,MSI,8,15.6,1920x1080,INTEL,,3,5,2.35,WINDOW,512
239,Laptop Acer Aspire 3 A315-58-59LY i5 1135G7/8GB/512GB SSD/Win11 (No.00793779),16140000,ACER,8,15.6,1920x1080,INTEL,,2,5,1.7,WINDOW,512
240,"Laptop HP Pavilion X360 14-dy0172TU i3 1125G4/4GB/256GB/14.0""FHD/Win 11 (No.00793775)",15090000,HP,4,14.0,1920x1080,INTEL,,3,5,1.5,WINDOW,256
241,"Laptop HP Pavilion 15 eg0509TU i3 1125G4/4GB/512GB/15.6""FHD/Win 11 (No.00802918)",14990000,HP,4,15.6,1920x1080,INTEL,,3,5,1.662,WINDOW,512
242,"Laptop Lenovo IdeaPad Slim 3 15ITL6 i5 1135G7/8GB/512GB/15.6""FHD/Win 11 (No.00800079)",13190000,LENOVO,8,15.6,1920x1080,INTEL,,2,5,1.65,,512
243,"Laptop Asus Vivobook Flip TP470EA-EC346W i3 1115G4/4GB/512GB/14.0""FHDTouch/Win11 (No.00800359)",14190000,ASUS,4,14.0,1920x1080,INTEL,,3,5,1.8,WINDOW,512
244,"Laptop Asus Vivobook A515EA-BQ3013W/i3-1115G4/8GB/256GB/15.6""FHD/Win 11 (No.00803001)",13990000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,256
245,Laptop Asus VivoBook A415EA-EB1750W i3 1125G4/8GB/256GB SSD/Win11 (No.00794882),13390000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.4,WINDOW,256
246,"Laptop Acer Aspire 3 A315-56-58EG i5 1035G1/4GB/256GB/15.6""FHD/UHD/Win 11 (No.00809818)",13290000,ACER,4,15.6,1920x1080,INTEL,,2,5,1.7,WINDOW,256
247,"Laptop Lenovo IdeaPad 3 15IML05/i3-10110U/8GB/256GB/15.6""FHD/Win 11 (No.00811415)",12990000,LENOVO,8,15.6,1920x1080,INTEL,,2,5,1.7,WINDOW,256
248,"Laptop Dell Inspiron 15 N3511 i3 1115G4/8GB/256GB/15.6""FHD/Win 11-Office HS 21 (No.00808458)",12490000,DELL,8,15.6,1920x1080,INTEL,41.0,,5,1.73,WINDOW,256
249,Laptop Acer Aspire 3 A315-57G-32QP i3 1005G1/4GB/256GB SSD/15.6''FHD/Nvidia MX330 2GB/Win11 (No.00797982),12810000,ACER,4,15.6,1920x1080,INTEL,,3,5,1.9,WINDOW,256
250,"Laptop Asus Vivobook  X515KA-BR108W/N6000/4GB/256GB/15.6""HD/Win 11 (No.00813505)",8790000,ASUS,4,15.6,1366x768,INTEL,37.0,,4,1.8,WINDOW,256
251,Laptop Acer Aspire 3 A314-35-P3G9 Pentium N6000/4GB/256GB SSD/Win11 (No.00793773),8990000,ACER,4,14.0,1366x768,INTEL,,2,5,1.45,WINDOW,256
0,"Laptop Lenovo IdeaPad 5 Pro 14ACN6 82L700M9VN (AMD Ryzen 5-5600U, Ram 16GB, SSD 512GB, màn hình 14 inch 2.8K, Win 11)",18990000,LENOVO,16,,,,56.5,3,5,1.38,,512
3,"LAPTOP LENOVO LEGION 5 15ACH6H (82JU00YXVN) (R7-5800H, Ram 16GB, SSD 512GB, RTX 3060 6GB, màn hình 15.6' FHD 165Hz, Win 11 bản quyền)",34900000,LENOVO,16,,,,80.0,4,5,2.4,,512
5,"Laptop HP Gaming Victus 16-e0168AX (Ryzen7-5800H, Ram 8GB, SSD 512GB, màn hình 16.1FHD, RTX 3050Ti 4GB, Win 11)",25990000,HP,8,,,,70.0,4,,2.46,,512
6,"Laptop Gaming Acer Nitro 5 Tiger AN515-58-773Y (i7-12700H, Ram 8GB, SSD 512GB, RTX 3050Ti 4GB, 15.6 inch FHD, Win 11, Đen)",28990000,ACER,8,,,,5.0,4,5,2.5,,512
8,"Laptop Asus Gaming ROG Flow Z13 GZ301ZC-LD110W (i7-12700H, RAM 16GB, SSD 512GB, VGA RTX3050-4GB, Màn hình 13.4W cảm ứng 120Hz sRGB 100%, kèm Pen, Window 11 home, 1.18 kg)",46990000,ASUS,16,,,,56.0,4,5,1.18,,512
15,"Laptop Dell Inspiron 5410 (P143G001ASL) (Intel Core i5-11320H, Ram 8GB, SSD 512GB, Màn hình 14.0 inch FHD, Windows 10 & Office 2019, vỏ nhôm, 1.55kg) Hàng chính hãng",20990000,DELL,8,,1920x1080,,,,5,,WINDOW,
17,"Laptop Gaming Acer Nitro 5 Eagle AN515-57-5669 (intel Core i5-11400H, RAM 8GB, SSD 512GB, VGA Card Nividia GTX 1650 4GB, Màn Hình 15.6 inch Full HD, Windows 11 Home, Màu Đen)",18490000,ACER,8,15.6,1920x1080,,,,5,2.2,WINDOW,
20,"Laptop Lenovo Legion S7 15ACH6 (82K800DPVN) (Ryzen 7-5800H, RAM 16GB, SSD 1TB, VGA RTX 3060 6GB, Màn Hình 15.6 inch WQHD, Win 11 Bản Quyền, Màu Đen)",37990000,LENOVO,16,,,,71.0,4,5,1.9,,1024
21,"Laptop HP Probook 430 G8 (51X35PA) (Intel Core i5-1135G7, Ram 4GB, SSD 256GB, Màn hình 13.3 Inch IPS, Win 10 home, vỏ nhôm Màu Bạc, 1.3kg) Hàng chính hãng",17390000,HP,4,,,,45.0,3,,1.28,,256
22,"Laptop Acer Aspire 3 (A315-56-38B1) (Intel Core i3 1005G1, 4GB RAM, 256GB SSD, Màn Hình 15.6 inch FHD, Win 11 Bản Quyền, Màu Đen)",11990000,ACER,4,,1920x1080,,,,4,,WINDOW,
25,"LAPTOP LENOVO IDEAPAD 3 15ITL6 81X800KRVN (Core i3-1115G4/Ram 8GB/SSD 256GB/15.6""HD/Win 11)",11490000,LENOVO,8,,,,35.0,,5,1.7,,256
34,"Laptop ASUS TUF Gaming A17 FA707RC-HX130W (Ryzen 7-6800H, Ram 8GB, SSD 512GB, RTX 3050 4GB, màn hình 17.3inch FHD, Win 11, màu Gray)",27990000,ASUS,8,,,,90.0,4,5,2.6,,512
37,"Laptop Acer Gaming Aspire 7 (A715-42G-R4XX) (Ryzen 5-5500U, RAM 8GB, SSD 256GB, VGA GTX 1650 4GB, Màn Hình 15.6 inch FHD, Win 11 Bản Quyền, Màu Đen)",15490000,ACER,8,,1920x1080,,,,5,2.1,WINDOW,
41,"Laptop MSI Gaming GF63 Thin (11UD-628VN) (Intel Core i7-11800H, 8GB RAM, 512GB SSD, VGA RTX3050Ti 4GB, Màn Hình 15.6 inch FHD 72% NTSC, Windows 11 Home, Màu Đen)",22990000,MSI,8,,,,51.0,3,5,1.86,,512
42,"Laptop HP Pavilion X360 14-dy0171TU (4Y1D6PA) (Intel Core i3-1125G7, Ram 4GB, SSD 512GB, Màn hình 14inch Ful HD Cảm ứng đa điểm, gập 360 độ, Windows 11 Home bản quyền, vỏ kim loại màu Gold, 1.7kg)",16390000,HP,4,14.0,,,,,5,,WINDOW,
43,"Laptop Gaming MSI Bravo 15 B5DD 276VN (Ryzen 5-5600H, Ram 8GB, SSD 512GB, Vga card RX 5500M 4GB, 15.6 inch Full HD, Windows 11 bản quyền)",15990000,MSI,8,,,,52.0,3,5,1.96,,512
46,"Laptop siêu nhẹ GIGABYTE U4 UD (70S1823SO) (Intel Core I7-1195G7, RAM 16GB, SSD 512GB, Màn Hình 14inch Full HD, Win 11, 990gram)",18990000,GIGABYTE,16,14.0,1920x1080,,,,5,,WINDOW,
47,"Laptop Asus VivoBook A515EA-L12033W (intel Core i5 1135G7, Ram 8GB, SSD 512GB, Màn Hình 15.6inch Full HD Oled, Win 11 Bản Quyền, Màu Đen)",17490000,ASUS,8,,,,42.0,3,5,1.7,,512
52,"Laptop Lenovo ThinkBook 13S G2 ITL 20V9005HVN (intel Core i5-1135G7, RAM 8GB, SSD 256GB, VGA Intel Iris Xe, Màn Hình 13.3 inch WQXGA, FeeDos, Màu Xám)",,LENOVO,8,,,,56.0,4,5,1.26,,256
53,"Laptop Lenovo Legion 5-15ACH6A (82NW003BVN) (AMD R7 5800H, RAM 8GB, 512GB SSD, Màn Hình 15.6 FHD 165hz, VGA RX6600M 8G, Win)",35990000,LENOVO,8,15.6,1920x1080,,,,5,,WINDOW,
54,"Laptop Asus Vivobook 15X A1503ZA-L1422W, Intel core i5 thế hệ 12-12500H, Ram 8GB, SSD 512GB, màn hình 15.6 Oled full HD, Windows 11 home bản quyền, Màu xanh trầm, Bảo hành 24 tháng chính hãng",19490000,ASUS,8,,1920x1080,,,,5,,WINDOW,
55,"Laptop Lenovo IdeaPad 5 Pro 14ACN6 82L700MAVN (AMD Ryzen 7-5800U, Ram 16GB, SSD 512GB, màn hình 14 inch 2.8K, Win 11)",20490000,LENOVO,16,,,,56.5,3,5,1.38,,512
56,"Laptop Lenovo IdeaPad 5 Pro 16ACH6 (82L500WJVN) (R7-5800H, Ram 16GB, SSD 512GB, GTX 1650 4GB, màn hình 16inch WQXGA 120Hz, Win 11)",26490000,LENOVO,16,,2560x1600,,,,5,,WINDOW,
57,"Laptop Lenovo IdeaPad 5 Pro 16ACH6 (82L500WKVN) (R5-5600H, Ram 16GB, SSD 512GB, GTX 1650 4GB, màn hình 16inch WQXGA 120Hz, Win 11)",24490000,LENOVO,16,,2560x1600,,,,5,,WINDOW,
58,"Laptop Dell Inspiron 5410 2in1 70270653 (i5-1155G7, Ram 8GB, SSD 512GB, màn hình 14.0 inch FHD cảm ứng, Win 11, Office, Bạc)",22990000,DELL,8,,,,41.0,3,5,1.5,,512
59,"Laptop LENOVO LEGION 5 5 15ACH6 82JW00KJVN (AMD Ryzen 5-5600H, Ram 8GB, SSD 512GB, VGA card RTX 3050Ti 4GB, màn hình 15.6inch FHD 165Hz, Windows 11, màu Xanh Phantom)",24990000,LENOVO,8,,,,60.0,4,5,2.4,,512
60,"Laptop LENOVO LEGION 5 15ACH6 82JW00JPVN (AMD Ryzen 5-5600H, Ram 8GB, SSD 256GB, GTX 1650 4GB, màn hình 15.6 FHD IPS 165HZ, Windows 11, Xanh)",21490000,LENOVO,8,,,,60.0,4,5,2.4,,256
62,"Laptop Lenovo V15 G2 ITL (82KB00QRVN) (Intel Core i3-1115G4, RAM 4GB, SSD 256GB, VGA Intel UHD Graphics, Màn Hình 15.6 inch Full HD, Màu Đen)",11290000,LENOVO,4,,,,38.0,2,5,1.7,,256
65,"LAPTOP LENOVO V15 G2 ITL (82KB00QMVN) (Intel Core i3-1115G4, RAM 4GB , SSD 256GB, VGA Intel UHD Graphics, Màn Hình 15.6 inch FHD, Win 11 Bản Quyền, Màu Đen)",,LENOVO,4,,,,38.0,2,5,1.7,,256
68,"Laptop Lenovo V15 G2 ITL (82KB00QTVN) (Intel Core i5-1135G7, RAM 8GB, SSD 512GB, VGA MX350 2GB, Màn Hình 15.6 inch FHD, Win 11, Màu Xám)",18390000,LENOVO,8,15.6,1920x1080,,,,5,1.7,WINDOW,
69,"Laptop Gigabyte G5 GD-51S1123SO (i5-11400H, Ram 16GB, SSD 512GB, RTX 3050 4GB, màn hình 15.6' FHD 144Hz, Win 11)",19990000,GIGABYTE,16,,1920x1080,,,,5,,WINDOW,
73,"Laptop Lenovo IdeaPad Gaming 3 15IHU6 82K100KLVN (i5-11400H, Ram 8GB, SSD 512GB, RTX 3050Ti 4GB, màn hình 15.6 inch FHD, Win 11, màu đen)",19990000,LENOVO,8,,,,45.0,3,5,2.25,,512
74,"Laptop HP Victus 16-d0294TX (5Z9R5PA) (i5-11400H, Ram 8GB, SSD 512GB, RTX 3050Ti 4GB, màn hình 16.1' FHD 144Hz, Win 11)",22990000,HP,8,,,,70.0,4,,2.46,,512
75,"Laptop ASUS TUF Gaming F15 FX506HC-HN144W (i5-11400H, Ram 8GB, SSD 512GB, RTX 3050 4GB, Màn hình 15.6 inch FHD, Win 11, Đen)",19990000,ASUS,8,,,,48.0,3,5,2.3,,512
76,"Laptop Lenovo IdeaPad Gaming 3 15ACH6 (82K201BCVN) (R5-5600H, Ram 8GB, SSD 256GB, GTX 1650 4GB, màn hình 15.6inch FHD 120Hz, Win 11)",15890000,LENOVO,8,,1920x1080,,,,5,,WINDOW,
79,"Laptop ASUS ZenBook 14 OLED UM3402YA-KM074W (R5-5625U, Ram 8GB, SSD 512GB, màn hình 14 inch 2.8K OLED, Win 11 bản quyền)",23990000,ASUS,8,,,,75.0,4,5,1.39,,512
